stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,wheelchair_boarding
25745cfe-948c-4973-9b18-f44b58cfe272,538,"Mapleview at Veteran's","Maplview at Veteran's",44.33243152,-79.69856992,0,0
eb22d0b1-e35d-4f3a-9ff0-68a7ae45b9a6,533,Reid Drive,,44.33128177,-79.70367789,0,0
97d78d27-bb8c-40ee-85ba-559eb057c9d1,530,Hollyholme Farm Road,Holyholmfarm Road,44.33016375,-79.70874238,0,0
c2ace9df-8f61-4b15-ae4b-963ea6c238eb,308,Essa at Mapleview,,44.328344,-79.715184,0,0
834f4b19-f1f0-4076-acda-c48fa7cc344f,299,Dyer Boulevard,,44.32466096,-79.71724085,0,0
5bc007e6-60c5-4e93-a27a-27b4afad8def,46,Athabaska at Essa,,44.3218369377754,-79.7187918256993,0,0
6d3e3ace-2f00-4139-b4d1-fc8358778245,49,Rundle Crescent,,44.32269687,-79.72353994,0,0
49157236-0223-43bb-acdf-cb09cf0ba56a,47,Lougheed Road,,44.32184739,-79.72805133,0,0
e94e4c5d-3385-4653-bfd4-fdcf4084d0b5,473,Lougheed at Mapleview,,44.32504571,-79.72906455,0,0
e00d2728-8999-43bb-8d89-013ddd6d81ec,548,Marsellus at Mapleview,Marsellus or Bear Creek,44.32693573,-79.72470867,0,0
8fe76858-0fdc-4ea0-8143-8553c7052244,552,Sundew Drive,,44.32879474,-79.72520113,0,0
01ec947c-a64f-4b0c-b9f8-c71c99786aa9,545,Downing Crescent,,44.33163557,-79.72400905,0,0
d3d6f21e-3ab5-439e-9d40-e8a1f718a0bf,542,Churchland Drive,,44.33349211,-79.72085917,0,0
